@relation 'training_tututorial1-weka.filters.unsupervised.attribute.Remove-R51-53-weka.filters.unsupervised.attribute.Remove-R3,8-9,13-15,19-21,25-27,31-weka.filters.unsupervised.attribute.Remove-R37'

@attribute posX numeric
@attribute posY numeric
@attribute North {True,False}
@attribute South {True,False}
@attribute East {True,False}
@attribute West {True,False}
@attribute dghost1pacmanX numeric
@attribute dghost1pacmanY numeric
@attribute dGhost1 numeric
@attribute dghost2pacmanX numeric
@attribute dghost2pacmanY numeric
@attribute dGhost2 numeric
@attribute dghost3pacmanX numeric
@attribute dghost3pacmanY numeric
@attribute dGhost3 numeric
@attribute dghost4pacmanX numeric
@attribute dghost4pacmanY numeric
@attribute dGhost4 numeric
@attribute dg1g2X numeric
@attribute dg1g2Y numeric
@attribute dg1g2M numeric
@attribute dg1g3X numeric
@attribute dg1g3Y numeric
@attribute dg1g3M numeric
@attribute dg1g4X numeric
@attribute dg1g4Y numeric
@attribute dg1g4M numeric
@attribute dg2g3X numeric
@attribute dg2g3Y numeric
@attribute dg2g3M numeric
@attribute dg2g4X numeric
@attribute dg2g4Y numeric
@attribute dg2g4M numeric
@attribute dg3g4X numeric
@attribute dg3g4Y numeric
@attribute dg3g4M numeric
@attribute DirPACMAN {North,South,East,West}

@data
16,9,False,False,True,True,4,4,8,4,4,8,4,6,10,1,6,8,0,0,0,0,2,2,3,2,5,0,2,2,3,2,5,3,0,3,West
15,9,False,True,True,False,2,4,6,4,4,8,3,6,9,0,7,8,2,0,2,1,2,3,2,3,5,1,2,3,4,3,7,3,1,4,West
15,8,True,True,False,False,1,5,6,3,5,8,3,7,10,0,9,8,2,0,2,2,2,4,1,4,5,0,2,2,3,4,7,3,2,5,South
15,9,False,True,True,False,0,4,4,2,4,6,2,6,8,0,7,6,2,0,2,2,2,4,0,3,3,0,2,2,2,3,5,2,1,3,North
15,8,True,True,False,False,1,5,6,2,5,7,2,7,9,0,7,8,3,0,3,3,2,5,1,2,3,0,2,2,2,2,4,2,0,2,South
15,9,False,True,True,False,2,4,6,2,5,7,2,6,8,0,7,8,4,1,5,4,2,6,2,3,5,0,1,1,2,2,4,2,1,3,North
16,9,False,False,True,True,0,4,4,3,5,8,3,5,8,1,8,10,3,1,4,3,1,4,1,4,5,0,0,0,2,3,5,2,3,5,East
17,9,False,False,True,True,1,4,5,3,5,8,4,6,10,2,9,10,2,1,3,3,2,5,1,5,6,1,1,2,1,4,5,2,3,5,East
16,9,False,False,True,True,1,4,5,2,4,6,4,6,10,1,8,10,3,0,3,5,2,7,2,4,6,2,2,4,1,4,5,3,2,5,West
17,9,False,False,True,True,0,4,4,4,4,8,5,6,11,2,9,10,4,0,4,5,2,7,2,5,7,1,2,3,2,5,7,3,3,6,East
18,9,False,False,True,True,1,4,5,5,5,10,5,6,11,3,8,10,4,1,5,4,2,6,2,4,6,0,1,1,2,3,5,2,2,4,East
17,9,False,False,True,True,0,4,4,4,4,8,4,6,10,2,7,9,4,0,4,4,2,6,2,3,5,0,2,2,2,3,5,2,1,3,West
16,9,False,False,True,True,1,4,5,2,4,6,3,6,9,1,7,9,3,0,3,4,2,6,2,3,5,1,2,3,1,3,4,2,1,3,West
17,9,False,False,True,True,0,4,4,2,4,6,4,6,10,2,8,11,2,0,2,4,2,6,2,4,6,2,2,4,0,4,4,2,2,4,East
18,9,False,False,True,True,2,4,6,3,4,7,4,6,10,3,9,11,1,0,1,2,2,4,1,5,6,1,2,3,0,5,5,1,3,4,East
